=~=~=~=~=~=~=~=~=~=~=~= PuTTY log 2019.10.21 00:35:27 =~=~=~=~=~=~=~=~=~=~=~=
16
79.42
79.18
80.16
80.65
80.89
80.89
82.11
81.87
80.483.09
83.58
84.56
85.53
85.29
86.02
91.15
86.75
86.51
90.18
85.78
86.75
84.07
84.80
86.75
87.00
84.31
85.53
87.49
85.04
84.56
88.22
88.47
86.27
87.24
89.44
89.44
86.75
87.73
88.71
87.00
85.78
87.49
88.71
87.49
88.22
89.69
90.18
87.24
87.73
89.69
87.73
86.02
87.00
86.27
84.31
84.80
86.51
88.71
85.29
85.78
88.22
86.27
85.04
87.00
88.22
86.27
86.27
88.22
89.69
87.00
87.73
89.20
87.49
86.75
89.20
89.93
87.00
86.75
88.47
88.71
86.02
85.78
87.73
86.27
85.53
87.49
88.47
86.27
86.02
87.24
88.22
86.27
86.02
87.98
86.75
86.75
88.47
88.71
87.24
86.02
87.24
87.73
84.80
84.31
84.80
83.58
82.84
88.71
88.71
91.15
92.86
91.89
106.06
106.06
106.55
116.32
118.28
114.61
120.48
119.01
130.99
134.16
145.89
153.23
143.21
137.59
142.72
145.16
150.54
148.09
163.73
157.38
152.74
152.49
152.00
150.29
142.96
157.38
162.51
174.00
170.82
165.69
173.75
166.91
175.95
177.42
175.22
173.75
163.00
164.22
157.38
151.27
167.40
159.34
154.69
152.25
153.47
167.64
157.62
164.47
186.71
176.69
173.26
177.17
180.11
180.60
174.73
178.89
195.50
195.01
187.68
186.95
187.19
186.22
217.01
204.79
195.75
189.88
194.53
210.17
201.61
194.04
203.32
193.30
203.32
229.96
215.05
203.81
201.37
194.53
196.97
198.68
193.06
193.79
183.77
177.17
171.80
162.02
152.00
145.41
138.81
134.16
125.37
120.97
117.55
114.61
111.44
108.26
106.55
103.37
100.20
99.95
99.46
97.02
95.31
95.80
96.77
95.55
94.82
95.55
94.09
91.64
92.38
92.86
91.64
90.18
90.18
91.15
89.20
88.22
90.18
89.44
88.71
90.66
90.66
90.91
89.69
90.18
92.38
90.66
89.44
90.18
89.20
88.22
88.95
89.69
88.47
87.24
88.71
90.66
88.47
87.49
89.20
88.47
86.75
87.49
88.22
88.71
87.24
87.49
88.71
86.27
85.78
87.49
87.49
87.73
87.24
88.22
87.00
84.80
85.29
86.51
84.56
84.07
86.02
85.78
85.04
86.02
86.75
86.51
84.07
84.80
87.00
85.29
84.80
87.00
87.49
85.53
86.27
87.49
87.49
87.00
87.49
89.20
87.24
85.78
87.24
86.75
85.78
86.27
87.98
87.73
85.29
85.78
87.98
86.75
85.78
87.73
87.24
86.51
87.73
88.95
88.22
86.75
87.00
88.71
86.51
85.78
88.71
89.20
88.47
87.49
89.69
89.93
88.22
87.49
88.71
86.75
86.27
88.22
88.22
87.24
87.49
88.71
89.20
87.49
88.71
90.91
88.95
87.98
89.69
90.42
88.71
88.47
89.69
89.93
88.47
88.22
90.42
88.71
88.47
88.47
88.71
88.22
86.75
88.22
87.98
86.02
86.75
88.95
86.51
87.00
88.47
89.20
87.73
87.49
88.95
89.93
87.98
88.47
90.66
88.71
87.73
89.93
90.66
89.93
88.22
90.66
93.60
90.42
89.20
91.40
90.18
89.93
91.40
91.64
90.42
89.44
88.71
90.18
88.22
87.49
89.44
88.22
88.47
88.47
92.13
89.93
88.47
89.69
93.11
95.31
104.59
112.90
113.64
111.44
110.46
118.52
128.79
129.28
126.34
125.37
121.95
125.37
131.96
137.59
141.01
135.14
135.39
131.48
127.08
127.08
125.61
122.43
125.86
124.63
130.99
127.57
131.96
128.79
138.07
131.72
128.54
131.23
123.17
122.19
122.92
129.52
136.61
134.16
131.23
127.08
129.03
142.47
135.14
140.52
149.56
147.85
145.16
145.41
145.89
139.78
136.36
141.01
142.23
138.81
137.83
130.99
135.87
133.43
137.59
145.41
150.29
145.89
144.92
140.03
145.41
145.65
141.98
137.83
143.94
141.50
141.50
150.29
158.36
153.47
149.80
142.72
139.30
147.85
151.52
148.58
147.61
148.34
150.05
159.34
156.40
152.49
149.07
143.21
146.87
144.92
153.47
153.47
156.89
149.56
143.70
143.94
139.05
133.68
128.54
131.48
128.05
124.88
126.34
122.19
117.79
112.41
108.02
106.30
103.86
102.64
99.95
98.00
97.75
97.26
96.04
94.57
95.31
97.51
95.80
93.84
96.29
95.55
93.84
95.80
95.31
93.60
91.89
92.13
95.06
92.62
91.89
93.60
93.11
91.64
90.18
90.66
90.66
88.22
88.47
89.93
88.22
87.49
88.71
89.20
87.49
88.47
90.42
90.18
88.22
87.24
88.71
86.02
86.27
88.47
87.98
86.75
87.49
89.44
89.20
86.51
86.51
87.24
85.29
84.56
86.75
86.51
86.02
85.53
87.49
87.73
87.24
87.73
89.20
87.73
86.75
88.47
88.47
87.00
86.02
87.24
87.73
86.02
87.24
90.18
89.20
87.49
88.71
88.95
87.73
87.73
88.95
89.20
87.73
87.73
89.69
88.22
87.73
89.44
89.69
88.47
87.49
89.44
90.18
89.44
88.71
89.93
86.75
86.75
88.22
88.47
87.49
86.75
87.73
88.47
87.00
86.02
88.22
86.51
85.78
87.49
88.22
87.24
86.51
87.98
89.20
87.73
86.75
87.98
86.51
86.75
87.49
88.71
88.22
86.51
88.47
90.18
88.22
87.24
89.44
88.47
88.22
89.20
89.93
89.44
87.49
88.71
90.18
87.73
87.00
88.71
87.00
86.27
87.98
89.20
88.22
87.24
87.49
88.22
86.27
85.53
87.24
86.27
85.53
86.75
87.73
87.00
85.78
87.24
88.47
86.75
86.75
88.22
87.49
87.00
88.71
90.42
89.44
88.22
89.20
91.64
90.66
89.44
90.66
89.44
87.49
87.73
88.47
87.98
85.78
87.49
88.95
87.24
86.51
88.22
88.22
87.73
88.22
89.44
87.98
86.75
87.73
89.20
87.00
86.51
88.71
87.98
87.00
87.49
89.20
88.22
87.00
87.73
89.93
88.22
87.98
89.69
89.69
88.71
89.20
90.66
89.69
88.47
88.95
90.18
87.98
86.02
88.47
88.71
87.49
87.49
89.20
88.71
87.73
88.71
89.93
88.47
87.49
89.44
88.71
87.00
87.00
88.22
87.73
86.75
87.24
88.47
86.51
85.78
87.49
87.49
86.27
86.27
87.24
87.73
86.02
86.27
87.73
85.53
84.80
86.75
87.00
86.27
85.78
87.49
87.73
86.75
86.75
88.95
86.75
86.02
87.98
87.49
87.00
87.00
88.71
89.20
88.22
88.71
90.42
89.20
87.24
88.47
89.20
87.98
87.73
89.69
89.44
87.73
87.49
90.66
88.47
87.49
88.22
87.98
86.75
86.51
87.73
88.22
86.27
86.75
88.47
86.27
86.02
87.49
87.73
86.51
85.29
86.51
87.00
85.53
85.78
86.75
84.80
83.82
86.27
87.24
86.02
85.53
86.75
87.49
86.02
85.78
87.98
86.02
85.78
87.49
88.22
87.00
86.51
87.98
89.20
87.98
87.49
89.44
87.73
86.75
88.47
89.44
88.71
87.73
89.20
88.95
86.75
86.27
88.47
87.00
86.51
88.47
88.71
88.71
86.75
88.22
89.93
86.51
86.27
88.47
87.98
88.22
89.20
89.69
88.71
87.49
87.73
89.20
87.49
87.00
89.20
87.49
88.71
93.11
95.55
93.11
95.06
98.24
102.15
101.17
99.95
111.19
112.41
120.72
125.61
127.81
127.08
120.23
115.84
115.35
115.84
118.77
118.28
126.34
123.41
127.08
130.50
128.30
130.01
130.25
126.10
130.25
128.79
126.83
137.59
148.83
149.56
158.60
169.60
174.24
172.04
165.44
169.84
177.42
184.26
179.86
181.33
184.75
188.91
176.20
180.60
176.44
172.04
168.38
155.91
156.89
158.11
160.31
159.58
159.58
156.16
153.96
151.76
148.83
147.36
152.98
154.20
151.03
160.07
152.49
147.61
155.43
152.49
150.78
152.49
147.85
146.63
141.50
137.34
136.36
138.07
151.76
150.29
143.21
148.58
143.45
134.65
133.68
130.99
126.10
118.28
114.13
112.41
109.97
108.02
108.99
108.26
106.30
101.66
101.91
100.93
99.95
99.71
97.02
95.55
95.55
93.11
91.64
92.38
93.11
91.64
90.66
92.62
93.60
90.18
89.20
90.18
88.71
88.47
90.66
92.13
91.15
89.20
90.91
92.62
90.66
89.20
90.42
88.95
88.71
90.91
91.40
90.42
88.47
89.20
90.18
88.95
87.98
90.66
89.69
89.69
91.64
92.62
89.93
88.47
88.95
90.42
87.73
87.00
89.69
88.95
89.20
88.47
89.93
88.95
87.73
88.47
90.18
87.73
87.00
89.69
89.93
88.71
88.95
89.93
89.69
87.73
88.71
90.18
88.22
88.22
90.18
89.69
88.47
89.20
89.93
89.69
87.98
88.22
89.93
87.24
86.51
88.22
88.47
88.95
89.44
90.66
89.69
88.47
89.20
90.42
87.98
87.24
88.95
88.47
87.49
87.24
88.71
89.69
87.98
88.95
90.66
88.22
87.73
89.20
88.95
88.22
88.71
89.93
89.93
88.22
88.47
90.18
87.73
87.24
89.69
89.69
88.95
89.44
90.18
89.69
88.22
88.22
89.44
86.51
86.75
88.47
88.71
86.75
86.75
87.98
88.95
86.75
87.00
89.69
87.49
87.24
88.95
89.20
88.22
87.49
88.71
88.95
87.73
87.73
89.44
87.24
87.00
88.95
89.44
89.20
86.75
88.47
88.71
87.49
87.24
88.71
86.27
85.78
87.73
88.71
87.73
87.49
88.71
89.69
88.22
87.73
89.69
87.73
86.75
88.95
89.93
88.95
87.24
88.47
88.95
87.24
87.00
88.22
85.78
86.27
87.73
88.71
87.73
87.00
88.71
89.93
87.98
87.49
89.69
88.22
87.49
88.95
89.93
88.95
87.98
88.95
89.69
88.22
87.73
89.69
87.73
87.49
88.95
90.18
89.69
87.98
89.44
90.91
89.44
88.95
90.91
89.20
88.71
89.44
90.18
89.93
87.73
89.20
90.18
87.98
88.22
89.69
88.22
87.49
88.95
90.42
89.69
89.20
89.93
90.18
88.22
87.73
89.93
88.71
87.73
88.22
88.95
87.98
87.49
88.71
90.18
88.22
87.49
89.44
88.22
87.73
88.22
89.69
88.71
87.24
88.95
90.42
88.22
87.73
89.69
88.22
87.73
89.20
91.15
90.18
88.22
89.69
91.15
88.71
87.49
89.69
88.22
87.73
88.71
90.18
89.20
87.98
88.95
90.18
88.71
87.49
89.69
89.20
88.71
89.44
90.91
89.93
88.22
89.44
91.40
89.20
88.47
90.42
89.69
88.95
91.15
92.38
91.64
89.69
90.66
92.86
91.40
90.42
91.89
91.40
90.18
89.93
90.91
89.69
88.22
88.95
91.40
89.44
88.71
91.15
90.66
89.93
89.93
91.64
91.15
89.69
89.93
91.15
88.95
87.98
89.93
90.18
89.20
88.95
90.18
90.18
89.20
89.69
91.15
88.47
87.24
88.95
88.95
87.98
88.22
90.18
90.42
88.22
88.47
90.91
89.69
88.71
90.66
90.42
89.44
89.44
90.66
90.66
88.22
88.95
90.66
88.47
87.73
89.69
90.18
88.95
88.47
89.44
89.44
87.98
87.98
90.18
88.71
87.49
89.44
89.20
88.22
87.73
89.44
89.69
87.98
87.24
88.95
87.00
87.00
88.47
88.95
88.47
87.73
89.69
90.42
88.71
88.22
89.69
87.24
86.75
89.69
90.66
90.18
89.20
90.42
91.15
89.69
88.71
91.15
89.69
89.20
90.42
90.91
90.18
88.71
90.18
91.15
89.20
88.71
90.66
88.22
87.98
89.44
90.18
89.20
87.49
88.47
89.20
87.24
87.00
89.44
88.22
87.73
88.71
89.69
89.44
87.49
89.44
90.66
88.71
87.24
88.71
86.75
86.51
87.73
88.95
87.98
87.00
88.47
89.93
87.24
86.75
88.47
86.75
86.51
88.47
89.44
88.47
86.27
87.98
89.69
87.49
87.98
88.71
87.73
87.49
87.98
88.71
87.98
86.27
87.73
89.20
87.00
86.75
88.71
87.24
87.49
88.71
89.69
89.69
91.15
90.91
92.38
89.93
88.71
90.66
